slug,name,roaster,rating,review_date,aroma,acid_or_milk,body,flavor,type_with_milk,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,location,origin,roast,est_price,agtron,acid,aftertaste,with_milk,normalized_rating,origin_derived,review_year,review_month,popularity_tier
drima-zede-ethiopia,Drima Zede Ethiopia,Roasting Room,94.0,2016-03-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Suzhou, China","Yirgacheffe growing region, southern Ethiopia",Medium-Light,CNY $90/227 grams,57/82,8.0,8.0,,9.15625,southern Ethiopia,2016,March,Highly Popular
organic-ethiopia-yirgacheffe-k-cup,Organic Ethiopia Yirgacheffe (K-Cup),Green Mountain Coffee,91.0,2016-03-01,8.0,8.0,8.0,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"Waterbury, Vermont","Yirgacheffe growing region, southern Ethiopia",Medium-Dark,$11.49/16 K-cups,0/48,8.0,8.0,,8.3125,southern Ethiopia,2016,March,Highly Popular
kenya-aa-k-cup-2,Kenya AA (K-Cup),Green Mountain Coffee,91.0,2016-03-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Waterbury, Vermont",Kenya,Medium,$14.99/24 K-Cups,0/56,8.0,8.0,,8.3125,Kenya,2016,March,Highly Popular
13867,Organic Peru Cajamarca (K-Cup),Green Mountain Coffee,89.0,2016-03-01,8.0,7.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,"Waterbury, Vermont","Cajamarca growing region, Peru",Medium-Dark,$11.49/16 K-cups,0/46,7.0,7.0,,7.75,Peru,2016,March,Moderately Popular
limited-edition-summer-sunrise-blend-k-cup,Limited Edition Summer Sunrise Blend (K-Cup),Green Mountain Coffee,89.0,2016-03-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Waterbury, Vermont",Not disclosed,Medium,$11.49/18 K-Cups,0/56,7.0,7.0,,7.75,Not disclosed,2016,March,Moderately Popular
founders-blend-k-cup,Founder’s Blend (K-Cup),Green Mountain Coffee,89.0,2016-03-01,8.0,8.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"Waterbury, Vermont",Not disclosed,Medium-Dark,$11.49/16 K-cups,0/50,8.0,8.0,,7.75,Not disclosed,2016,March,Moderately Popular
organic-sumatra-aceh-k-cup,Organic Sumatra Aceh (K-Cup),Green Mountain Coffee,89.0,2016-03-01,8.0,7.0,8.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,"Waterbury, Vermont","Aceh growing region, northwestern Sumatra, Indonesia",Very Dark,$11.49/16 K-cups,0/29,7.0,7.0,,7.75,Indonesia,2016,March,Moderately Popular
colombian-fair-trade-select-k-cup-3,Colombian Fair Trade Select (K-Cup),Green Mountain Coffee,88.0,2016-03-01,8.0,7.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"Waterbury, Vermont",Colombia,Medium-Dark,$14.99/24 K-Cups,0/50,7.0,7.0,,7.46875,Colombia,2016,March,Moderately Popular
nantucket-blend-k-cup-3,Nantucket Blend (K-Cup),Green Mountain Coffee,88.0,2016-03-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Waterbury, Vermont",Not disclosed,Medium,$14.99/24 K-Cups,0/58,7.0,7.0,,7.46875,Not disclosed,2016,March,Moderately Popular
dark-magic-k-cup-3,Dark Magic (K-Cup),Green Mountain Coffee,88.0,2016-03-01,8.0,7.0,8.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Waterbury, Vermont",Not disclosed,Very Dark,$14.99/24 K-Cups,0/34,7.0,7.0,,7.46875,Not disclosed,2016,March,Moderately Popular
blend-k-cup,Our Blend (K-Cup),Green Mountain Coffee,88.0,2016-03-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Waterbury, Vermont",Not disclosed,Medium,$14.99/24 K-Cups,0/55,7.0,7.0,,7.46875,Not disclosed,2016,March,Moderately Popular
organic-sumatran-reserve-extra-bold-k-cup,Organic Sumatran Reserve Extra Bold (K-Cup),Green Mountain Coffee,88.0,2016-03-01,8.0,7.0,8.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,"Waterbury, Vermont",Sumatra,Dark,$14.99/24 K-Cups,0/40,7.0,7.0,,7.46875,Sumatra,2016,March,Moderately Popular
direct-trade-organic-medium-roast,Direct Trade Organic Medium Roast,Mother Earth Coffee,91.0,2016-03-01,8.0,8.0,9.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Kansas City, Kansas",Not disclosed,Medium-Light,$12.70/12 ounces,54/68,8.0,8.0,,8.3125,Not disclosed,2016,March,Highly Popular
direct-trade-organic-espresso,Direct Trade Organic Espresso,Mother Earth Coffee,90.0,2016-03-01,8.0,9.0,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Kansas City, Kansas",Not disclosed,Medium,$12.70/12 ounces,50/62,,7.0,9.0,8.03125,Not disclosed,2016,March,Highly Popular
papua-new-guinea-sero-bebes,Papua New Guinea Sero Bebes,Temple Coffee and Tea,92.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sacramento, California","Eastern Highlands, Papua New Guinea",Medium-Light,$15.50/12 ounces,57/80,8.0,8.0,,8.59375,Papua New Guinea,2016,March,Highly Popular
colombia-aromas-del-sur-palestina-micro-lot,Colombia Aromas del Sur Palestina Micro-Lot,BeanFruit Coffee Co.,92.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Jackson, Mississippi",Colombia Aromas del Sur Palestina Micro-Lot,Medium-Light,$15.25/12 ounces,62/79,8.0,8.0,,8.59375,Colombia Aromas del Sur Palestina Micro-Lot,2016,March,Highly Popular
ecuador-juan-pena,Ecuador Juan Peña,Turning Point Coffee,94.0,2016-03-01,9.0,9.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"San Francisco, California","Saraguru growing region, southern Ecuador",Light,$20.00/250 grams,64/78,9.0,9.0,,9.15625,southern Ecuador,2016,March,Highly Popular
kenya-othaya-peaberry,Kenya Othaya Peaberry,Mojo Coffee Roasters,94.0,2016-03-01,9.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Orleans, Louisiana","Nyeri growing region, central Kenya",Medium-Light,$14.75/12 ounces,55/80,9.0,9.0,,9.15625,central Kenya,2016,March,Highly Popular
kopakaki-rwanda,Kopakaki Rwanda,Lexington Coffee Roasters,92.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Lexington, Virginia","Karongi District, western Rwanda",Medium-Light,$14.95/12 ounces,51/77,8.0,8.0,,8.59375,western Rwanda,2016,March,Highly Popular
colombia-suarez-cauca,Colombia Suarez Cauca,PT's Coffee Roasting Co.,93.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Topeka, Kansas","Valle del Cauca Department, southwestern Colombia",Light,$22.00/16 ounces,59/83,8.0,8.0,,8.875,southwestern Colombia,2016,March,Highly Popular
bali-kintamani-3,Bali Kintamani,Beverage Experts,91.0,2016-03-01,8.0,8.0,9.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"New Taipei City, Taiwan","Central Bali, Indonesia",Medium-Light,NT $750/16 ounces,58/78,8.0,8.0,,8.3125,Indonesia,2016,March,Highly Popular
love-shack-kenya,Love Shack (Kenya),DOMA Coffee Roasting Company,94.0,2016-03-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Post Falls, Idaho",Kenya,Medium-Light,$17.50/12 ounces,54/78,8.0,8.0,,9.15625,Kenya,2016,March,Highly Popular
organic-ethiopia-aramo-natural,Organic Ethiopia Aramo Natural,Kickapoo Coffee Roasters,94.0,2016-03-01,9.0,8.0,9.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Light,$17.75/12 ounces,64/84,8.0,8.0,,9.15625,southern Ethiopia,2016,March,Highly Popular
colombia-4,Colombia,Once N Cafe Etude,93.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Taipei, Taiwan","Argelia, Cauca Department, Colombia",Medium-Light,NT $150/100 grams,59/74,8.0,8.0,,8.875,Colombia,2016,March,Highly Popular
ethiopia-limmu-burka-gudina-estate,Ethiopia Limmu Burka Gudina Estate,Temple Coffee and Tea,93.0,2016-03-01,9.0,8.0,9.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Sacramento, California","Jimma Zone, Oromia Region, Ethiopia",Light,$17.00/12 ounces,60/86,8.0,8.0,,8.875,Ethiopia,2016,March,Highly Popular
rwanda-buremera-2,Rwanda Buremera,Equator Coffees & Teas,92.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"San Rafael, California","Buremera, Nyamagabe District, Southern Province, Rwanda",Medium-Light,$16.75/12 ounces,58/79,8.0,8.0,,8.59375,Rwanda,2016,March,Highly Popular
colombia-supremo-4,Colombia Supremo,Big Shoulders Coffee,91.0,2016-03-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Chicago, Illinois","Huila Department, southern Colombia",Medium-Light,$10.75/12 ounces,56/70,8.0,8.0,,8.3125,southern Colombia,2016,March,Highly Popular
el-gaucho-espresso,El Gaucho Espresso,Manzanita Roasting Company,91.0,2016-03-01,9.0,8.0,8.0,8.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"San Diego, California","El Salvador, Ethiopia, Colombia",Medium-Light,$14.00/12 ounces,60/72,,8.0,8.0,8.3125,Colombia,2016,March,Highly Popular
las-delicias-farms-colombia,Las Delicias Farms Colombia,OQ Coffee Co.,93.0,2016-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Highland Park, New Jersey","Cundinamarca Department, northwestern Colombia",Medium-Light,$21.00/12 ounces,56/78,8.0,8.0,,8.875,northwestern Colombia,2016,March,Highly Popular
ethiopia-yirgacheffe-dumerso-natural,Ethiopia Yirgacheffe Dumerso Natural,Big Creek Coffee Roasters,92.0,2016-02-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Hamilton, Montana","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,$16.50/12 ounces,57/82,8.0,8.0,,8.59375,south-central Ethiopia,2016,February,Highly Popular
kenya-aa-thageini,Kenya AA Thageini,Big Creek Coffee Roasters,91.0,2016-02-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Hamilton, Montana",South-central Kenya,Medium,$15.00/12 ounces,50/67,8.0,8.0,,8.3125,South-central Kenya,2016,February,Highly Popular
stubble-man-espresso,Stubble Man Espresso,Huzaza Café,92.0,2016-02-01,9.0,8.0,8.0,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Shanghai, China",Not disclosed,Medium-Dark,RMB $80.00/227 grams,43/52,,8.0,8.0,8.59375,Not disclosed,2016,February,Highly Popular
100-kona-bourbon-pointu-laurina,100% Kona Bourbon Pointu Laurina,Hula Daddy,94.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Holulaloa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,$34.95/8 ounces,56/78,8.0,8.0,,9.15625,“Big Island” of Hawaii,2016,February,Highly Popular
ethiopia,Ethiopia Halo Bariti,Red Rooster Coffee Roaster,93.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Floyd, Virginia","Yirgacheffe growing region, south-central Ethiopia",Light,$14.99/12 ounces,64/82,8.0,8.0,,8.875,south-central Ethiopia,2016,February,Highly Popular
congo,Congo Sopacdi,Red Rooster Coffee Roaster,91.0,2016-02-01,8.0,8.0,9.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Floyd, Virginia","Kalehe, South Kivu Province, Democratic Republic of the Congo",Light,$14.49/12 ounces,62/82,8.0,8.0,,8.3125,Democratic Republic of the Congo,2016,February,Highly Popular
bernachon-b945-espresso,Bernachon B945 Espresso,Wei Chuan Foods Corporation,92.0,2016-02-01,8.0,9.0,8.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"New Taipei City, Taiwan",Colombia; Honduras; Brazil,Dark,NT $450/454 grams,35/41,,8.0,9.0,8.59375,Colombia; Honduras; Brazil,2016,February,Highly Popular
bernachon-n345-espresso,Bernachon N345 Espresso,Wei Chuan Foods Corporation,90.0,2016-02-01,8.0,8.0,8.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"New Taipei City, Taiwan",Brazil; Colombia; Indonesia,Medium-Dark,NT $450/454 grams,44/51,,8.0,8.0,8.03125,Brazil; Colombia; Indonesia,2016,February,Highly Popular
costa-rica-alberto-guardia-venecia-natural,Costa Rica Alberto Guardia Venecia Natural,Temple Coffee and Tea,95.0,2016-02-01,9.0,9.0,9.0,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Sacramento, California","Central Valley, Costa Rica",Light,$18.50/12 ounces,60/82,9.0,9.0,,9.4375,Costa Rica,2016,February,Highly Popular
nicaragua-francisco-olivera,Nicaragua Francisco Olivera,Temple Coffee and Tea,93.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Sacramento, California","Ocotal, Nicaragua",Medium-Light,$18.50/12 ounces,56/78,8.0,8.0,,8.875,Nicaragua,2016,February,Highly Popular
adame-gorbota-espresso,Adame Gorbota Espresso,JBC Coffee Roasters,95.0,2016-02-01,9.0,9.0,9.0,9.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,$17.50/12 ounces,56/72,,9.0,9.0,9.4375,south-central Ethiopia,2016,February,Highly Popular
el-aguila-pacamara-espresso,El Aguila Pacamara Espresso,JBC Coffee Roasters,94.0,2016-02-01,9.0,9.0,9.0,9.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"Santa Ana growing region, El Salvador","Santa Ana growing region, El Salvador",Medium-Light,$15.75/12 ounces,60/80,,8.0,9.0,9.15625,El Salvador,2016,February,Highly Popular
lift-off-espresso-2,Lift Off Espresso,Flight Coffee Co.,93.0,2016-02-01,9.0,9.0,8.0,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Bedford, New Hampshire",Not disclosed,Medium-Light,$15.00/16 ounces,59/78,,8.0,9.0,8.875,Not disclosed,2016,February,Highly Popular
ethiopia-kossa-geshe,Ethiopia Kossa Geshe,Thirty-Thirty Coffee Co.,93.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Peoria, Illinois","Limmu Kossa District, Jimma Zone, western Ethiopia",Medium-Light,$21.50/12 ounces,57/79,8.0,8.0,,8.875,western Ethiopia,2016,February,Highly Popular
single-origin-malabar-espresso,Single Origin Malabar Espresso,Kapi Coffee,89.0,2016-02-01,8.0,8.0,8.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Coppell, Texas",Southern India,Medium-Dark,$12.95/12 ounces,39/49,,7.0,8.0,7.75,Southern India,2016,February,Moderately Popular
ethiopia-natural-yirgacheffe-gutiti-coop,Ethiopia Natural Yirgacheffe Banko Gutiti Coop,Kakalove Cafe,95.0,2016-02-01,9.0,9.0,9.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Light,NT $600/16 ounces,62/84,9.0,9.0,,9.4375,south-central Ethiopia,2016,February,Highly Popular
ethiopia-natural-sidamo-guji-shakisso,Ethiopia Natural Sidamo Guji Shakisso,Kakalove Cafe,94.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Chia-Yi, Taiwan","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,NT $500/16 ounces,53/81,8.0,8.0,,9.15625,southern Ethiopia,2016,February,Highly Popular
colombia-granja-la-esperanza-las-margaritas-sudan-rume,Colombia Granja La Esperanza Las Margaritas Sudan Rume,PT's Coffee Roasting Co.,95.0,2016-02-01,9.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium-Light,$35.00/8 ounces,52/78,9.0,9.0,,9.4375,Colombia,2016,February,Highly Popular
adame-gorbota-ethiopia,Adame Gorbota Ethiopia,JBC Coffee Roasters,94.0,2016-02-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,$17.50/12 ounces,54/82,9.0,9.0,,9.15625,south-central Ethiopia,2016,February,Highly Popular
ethiopia-yirgacheffe-adado,Ethiopia Yirgacheffe Adado,Flight Coffee Co.,94.0,2016-02-01,9.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bedford, New Hampshire","Yirgacheffe growing region, southern Ethiopia",Medium-Light,$15.50/12 ounces,55/78,9.0,9.0,,9.15625,southern Ethiopia,2016,February,Highly Popular
rock-house-blend,Rock the House Blend,JBC Coffee Roasters,93.0,2016-02-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"Madison, Wisconsin",Africa; South and Central America,Medium-Light,$14.25/12 ounces,54/82,8.0,8.0,,8.875,Africa; South and Central America,2016,February,Highly Popular
rwanda-hingakawa,Rwanda Hingakawa,Ghost Town Coffee Roasters,92.0,2016-02-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bozeman, Montana","Gakenke growing region, northern Rwanda",Medium-Light,$13.50/12 ounces,54/72,8.0,8.0,,8.59375,northern Rwanda,2016,February,Highly Popular
burundi-kiryama-2,Burundi Kiryama,Ghost Town Coffee Roasters,91.0,2016-02-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bozeman, Montana","Butaganzwa, Kayanza, northern Burundi",Medium,$13.70/12 ounces,51/65,8.0,8.0,,8.3125,northern Burundi,2016,February,Highly Popular
panama-ratibor-hartmann-natural,Panama Ratibor Hartmann Natural,Temple Coffee and Tea,95.0,2016-02-01,9.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Sacramento, California","Santa Clara, Piedra Candela, Volcan growing region, western Panama",Medium-Light,$17.50/12 ounces,58/80,9.0,9.0,,9.4375,western Panama,2016,February,Highly Popular
costa-rica-alberto-guardia-bourbon-honey,Costa Rica Alberto Guardia Bourbon Honey,Temple Coffee and Tea,93.0,2016-02-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Sacramento, California","Central Valley, Costa Rica",Medium-Light,$19.50/12 ounces,55/76,8.0,8.0,,8.875,Costa Rica,2016,February,Highly Popular
peru-cafe-femenino-2,Peru Cafe Femenino,Grounds for Change,89.0,2016-02-01,8.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"Poulsbo, Washington","Lambayeque region, Peru",Medium-Dark,$10.95/12 ounces,46/52,8.0,8.0,,7.75,Peru,2016,February,Moderately Popular
kenya-karatina-aa-espresso,Kenya Karatina AA Espresso,Ritual Coffee Roasters,93.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"San Francisco, California","Nyeri growing region, south-central Kenya",Medium-Light,$17.99/12 ounces,59/81,8.0,8.0,,8.875,south-central Kenya,2016,February,Highly Popular
organic-guatemala-asuvim-micro-lot,Organic Guatemala Asuvim Micro Lot,Allegro Coffee Roasters,92.0,2016-02-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Thornton, Colorado","Patzun growing region, Guatemala",Medium-Light,$12.99/12 ounces,57/70,8.0,8.0,,8.59375,Guatemala,2016,February,Highly Popular
kenya-aa-medium-roast,Kenya AA Medium Roast,Trader Joe's,92.0,2016-02-01,8.0,8.0,9.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Monrovia, California",Kenya,Medium,$7.99/13 ounces,46/58,8.0,8.0,,8.59375,Kenya,2016,February,Highly Popular
colombia-narino-medium-roast,Colombia Nariño Medium Roast,Mr. Espresso,90.0,2016-02-01,8.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Oakland, California","Nariño Department, southern Colombia",Medium-Light,$11.99/12 ounces,54/77,8.0,8.0,,8.03125,southern Colombia,2016,February,Highly Popular
colombian-100-arabica-medium-dark-roast,Colombian 100% Arabica Medium-Dark Roast,McCafe,90.0,2016-02-01,8.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Northfield, Illinois",Colombia,Medium-Dark,$8.49/12 ounces,0/46,8.0,8.0,,8.03125,Colombia,2016,February,Highly Popular
rwanda-butare,Rwanda Butare,Toms Roasting Co.,89.0,2016-02-01,7.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles, California","Butare, Rwanda",Medium-Light,$12.99/12 ounces,58/82,8.0,8.0,,7.75,Rwanda,2016,February,Moderately Popular
tanzania-kikafu-estate-direct-trade-light-roast,Tanzania Kikafu Estate Direct Trade Light Roast,Archer Farms,89.0,2016-02-01,7.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, Minnesota","Kikafu, Tanzania",Medium-Dark,$7.79/12 ounces,0/49,8.0,8.0,,7.75,Tanzania,2016,February,Moderately Popular
colombia-luminosa-light-roast,Colombia Luminosa Light Roast,Peet's Coffee,88.0,2016-02-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Berkeley, California",Colombia and Ethiopia,Medium,$11.99/12 ounces,0/59,7.0,7.0,,7.46875,Colombia and Ethiopia,2016,February,Moderately Popular
big-trouble,Big Trouble,Counter Culture Coffee,88.0,2016-02-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Emeryville, California","Los Vascos, Colombia",Medium,$13.99/12 ounces,52/68,7.0,7.0,,7.46875,Colombia,2016,February,Moderately Popular
100-colombian-ground-coffee,100% Colombian Ground Coffee,Safeway Kitchens,84.0,2016-02-01,8.0,6.0,7.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Pleasanton, California",Colombia,Medium-Light,$4.49/10.3 ounces,0/62,6.0,6.0,,6.34375,Colombia,2016,February,Moderately Popular
100-colombian-medium-roast,100% Colombian Medium Roast,Maxwell House,75.0,2016-02-01,5.0,5.0,7.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Northfield, Illinois",Colombia,Medium-Dark,$8.49/28 ounces,0/49,5.0,5.0,,3.8125,Colombia,2016,February,Less Popular
kenya-kii,Kenya Kii,Kéan Coffee,93.0,2016-02-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Newport Beach, California",South-central Kenya,Medium-Light,$15.45/12 ounces,54/71,9.0,9.0,,8.875,South-central Kenya,2016,February,Highly Popular
congo-sopacdi,Congo Sopacdi,Kean Coffee,92.0,2016-02-01,8.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Newport Beach, California","Kalehe, South Kivu region, Democratic Republic of the Congo",Light,$15.15/12 ounces,62/87,8.0,8.0,,8.59375,Democratic Republic of the Congo,2016,February,Highly Popular
ethiopia-yirgacheffe-dry-process,Ethiopia Yirgacheffe Dry Process,GreenAlives,93.0,2016-02-01,9.0,8.0,9.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"New Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,NT $350/8 ounces,59/88,8.0,8.0,,8.875,southern Ethiopia,2016,February,Highly Popular
mis-blend,Mi’s Blend,Mi's Cafe,93.0,2016-02-01,9.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Kaohsiung City, Taiwan","Ethiopia, Panama, Costa Rica",Light,NT $300/8 ounces,58/84,8.0,8.0,,8.875,Costa Rica,2016,February,Highly Popular
danceing-blend,DanCeing Blend,DanCeing Coffee,91.0,2016-02-01,8.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Ping-Tung County, Taiwan","Tanzania, Honduras",Light,NT $250/8 ounces,58/84,8.0,8.0,,8.3125,Honduras,2016,February,Highly Popular
kenya-aa-nyeri-tambaya,Kenya AA Nyeri Tambaya,Red Rooster Coffee Roaster,94.0,2016-01-01,9.0,8.0,9.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Floyd, Virginia","Nyeri growing region, south-central Kenya",Light,$15.49/12 ounces,60/84,8.0,8.0,,9.15625,south-central Kenya,2016,January,Highly Popular
